MTU (CET/CEST);Day-ahead Price [EUR/MWh];Currency;BZN|DK1
14.03.2023 13:00 - 14.03.2023 14:00;5960;EUR;
14.03.2023 14:00 - 14.03.2023 15:00;6545;EUR;
14.03.2023 15:00 - 14.03.2023 16:00;5982;EUR;
14.03.2023 16:00 - 14.03.2023 17:00;7883;EUR;
14.03.2023 17:00 - 14.03.2023 18:00;9991;EUR;
14.03.2023 18:00 - 14.03.2023 19:00;10406;EUR;
14.03.2023 19:00 - 14.03.2023 20:00;10404;EUR;
14.03.2023 20:00 - 14.03.2023 21:00;9925;EUR;
14.03.2023 21:00 - 14.03.2023 22:00;9906;EUR;
14.03.2023 22:00 - 14.03.2023 23:00;9907;EUR;
14.03.2023 23:00 - 15.03.2023 00:00;9825;EUR;
15.03.2023 00:00 - 15.03.2023 01:00;10542;EUR;
15.03.2023 01:00 - 15.03.2023 02:00;10432;EUR;
15.03.2023 02:00 - 15.03.2023 03:00;10074;EUR;
15.03.2023 03:00 - 15.03.2023 04:00;10417;EUR;
15.03.2023 04:00 - 15.03.2023 05:00;10462;EUR;
15.03.2023 05:00 - 15.03.2023 06:00;10807;EUR;
15.03.2023 06:00 - 15.03.2023 07:00;11623;EUR;
15.03.2023 07:00 - 15.03.2023 08:00;14040;EUR;
15.03.2023 08:00 - 15.03.2023 09:00;14868;EUR;
15.03.2023 09:00 - 15.03.2023 10:00;11163;EUR;
15.03.2023 10:00 - 15.03.2023 11:00;10327;EUR;
15.03.2023 11:00 - 15.03.2023 12:00;9594;EUR;
15.03.2023 12:00 - 15.03.2023 13:00;9085;EUR;
15.03.2023 13:00 - 15.03.2023 14:00;9084;EUR;
15.03.2023 14:00 - 15.03.2023 15:00;9341;EUR;
15.03.2023 15:00 - 15.03.2023 16:00;9450;EUR;
15.03.2023 16:00 - 15.03.2023 17:00;10105;EUR;
15.03.2023 17:00 - 15.03.2023 18:00;11130;EUR;
15.03.2023 18:00 - 15.03.2023 19:00;11455;EUR;
15.03.2023 19:00 - 15.03.2023 20:00;11281;EUR;
15.03.2023 20:00 - 15.03.2023 21:00;10969;EUR;
15.03.2023 21:00 - 15.03.2023 22:00;11062;EUR;
15.03.2023 22:00 - 15.03.2023 23:00;11191;EUR;
15.03.2023 23:00 - 16.03.2023 00:00;11229;EUR;
16.03.2023 00:00 - 16.03.2023 01:00;10748;EUR;
16.03.2023 01:00 - 16.03.2023 02:00;10761;EUR;
16.03.2023 02:00 - 16.03.2023 03:00;10380;EUR;
16.03.2023 03:00 - 16.03.2023 04:00;10000;EUR;
16.03.2023 04:00 - 16.03.2023 05:00;9807;EUR;
16.03.2023 05:00 - 16.03.2023 06:00;10386;EUR;
16.03.2023 06:00 - 16.03.2023 07:00;13032;EUR;
16.03.2023 07:00 - 16.03.2023 08:00;14235;EUR;
16.03.2023 08:00 - 16.03.2023 09:00;13803;EUR;
16.03.2023 09:00 - 16.03.2023 10:00;11712;EUR;
16.03.2023 10:00 - 16.03.2023 11:00;10320;EUR;
16.03.2023 11:00 - 16.03.2023 12:00;9151;EUR;
16.03.2023 12:00 - 16.03.2023 13:00;8540;EUR;
16.03.2023 13:00 - 16.03.2023 14:00;7849;EUR;
16.03.2023 14:00 - 16.03.2023 15:00;8048;EUR;
16.03.2023 15:00 - 16.03.2023 16:00;8489;EUR;
16.03.2023 16:00 - 16.03.2023 17:00;9329;EUR;
16.03.2023 17:00 - 16.03.2023 18:00;9775;EUR;
16.03.2023 18:00 - 16.03.2023 19:00;10099;EUR;
16.03.2023 19:00 - 16.03.2023 20:00;9952;EUR;
16.03.2023 20:00 - 16.03.2023 21:00;9600;EUR;
16.03.2023 21:00 - 16.03.2023 22:00;8850;EUR;
16.03.2023 22:00 - 16.03.2023 23:00;8607;EUR;
16.03.2023 23:00 - 17.03.2023 00:00;7787;EUR;
17.03.2023 00:00 - 17.03.2023 01:00;4845;EUR;
17.03.2023 01:00 - 17.03.2023 02:00;4997;EUR;
17.03.2023 02:00 - 17.03.2023 03:00;5006;EUR;
17.03.2023 03:00 - 17.03.2023 04:00;5993;EUR;
17.03.2023 04:00 - 17.03.2023 05:00;6279;EUR;
17.03.2023 05:00 - 17.03.2023 06:00;8159;EUR;
17.03.2023 06:00 - 17.03.2023 07:00;9182;EUR;
17.03.2023 07:00 - 17.03.2023 08:00;9383;EUR;
17.03.2023 08:00 - 17.03.2023 09:00;9624;EUR;
17.03.2023 09:00 - 17.03.2023 10:00;9029;EUR;
17.03.2023 10:00 - 17.03.2023 11:00;8404;EUR;
17.03.2023 11:00 - 17.03.2023 12:00;7995;EUR;
17.03.2023 12:00 - 17.03.2023 13:00;7576;EUR;
17.03.2023 13:00 - 17.03.2023 14:00;7405;EUR;
17.03.2023 14:00 - 17.03.2023 15:00;8805;EUR;
17.03.2023 15:00 - 17.03.2023 16:00;9716;EUR;
17.03.2023 16:00 - 17.03.2023 17:00;10954;EUR;
17.03.2023 17:00 - 17.03.2023 18:00;10579;EUR;
17.03.2023 18:00 - 17.03.2023 19:00;10741;EUR;
17.03.2023 19:00 - 17.03.2023 20:00;10486;EUR;
17.03.2023 20:00 - 17.03.2023 21:00;10162;EUR;
17.03.2023 21:00 - 17.03.2023 22:00;10034;EUR;
17.03.2023 22:00 - 17.03.2023 23:00;10036;EUR;
17.03.2023 23:00 - 18.03.2023 00:00;9970;EUR;
18.03.2023 00:00 - 18.03.2023 01:00;10635;EUR;
18.03.2023 01:00 - 18.03.2023 02:00;9825;EUR;
18.03.2023 02:00 - 18.03.2023 03:00;9684;EUR;
18.03.2023 03:00 - 18.03.2023 04:00;9500;EUR;
18.03.2023 04:00 - 18.03.2023 05:00;9618;EUR;
18.03.2023 05:00 - 18.03.2023 06:00;9980;EUR;
18.03.2023 06:00 - 18.03.2023 07:00;10350;EUR;
18.03.2023 07:00 - 18.03.2023 08:00;10543;EUR;
18.03.2023 08:00 - 18.03.2023 09:00;10074;EUR;
18.03.2023 09:00 - 18.03.2023 10:00;10265;EUR;
18.03.2023 10:00 - 18.03.2023 11:00;9700;EUR;
18.03.2023 11:00 - 18.03.2023 12:00;9114;EUR;
18.03.2023 12:00 - 18.03.2023 13:00;8406;EUR;
18.03.2023 13:00 - 18.03.2023 14:00;8042;EUR;
18.03.2023 14:00 - 18.03.2023 15:00;8752;EUR;
18.03.2023 15:00 - 18.03.2023 16:00;9208;EUR;
18.03.2023 16:00 - 18.03.2023 17:00;10443;EUR;
18.03.2023 17:00 - 18.03.2023 18:00;13074;EUR;
18.03.2023 18:00 - 18.03.2023 19:00;15695;EUR;
18.03.2023 19:00 - 18.03.2023 20:00;16954;EUR;
18.03.2023 20:00 - 18.03.2023 21:00;14415;EUR;
18.03.2023 21:00 - 18.03.2023 22:00;13292;EUR;
18.03.2023 22:00 - 18.03.2023 23:00;12995;EUR;
18.03.2023 23:00 - 19.03.2023 00:00;11846;EUR;
19.03.2023 00:00 - 19.03.2023 01:00;11003;EUR;
19.03.2023 01:00 - 19.03.2023 02:00;10600;EUR;
19.03.2023 02:00 - 19.03.2023 03:00;9960;EUR;
19.03.2023 03:00 - 19.03.2023 04:00;9918;EUR;
19.03.2023 04:00 - 19.03.2023 05:00;9874;EUR;
19.03.2023 05:00 - 19.03.2023 06:00;10336;EUR;
19.03.2023 06:00 - 19.03.2023 07:00;10000;EUR;
19.03.2023 07:00 - 19.03.2023 08:00;10245;EUR;
19.03.2023 08:00 - 19.03.2023 09:00;10144;EUR;
19.03.2023 09:00 - 19.03.2023 10:00;10226;EUR;
19.03.2023 10:00 - 19.03.2023 11:00;10041;EUR;
19.03.2023 11:00 - 19.03.2023 12:00;9918;EUR;
19.03.2023 12:00 - 19.03.2023 13:00;9739;EUR;
19.03.2023 13:00 - 19.03.2023 14:00;9404;EUR;
19.03.2023 14:00 - 19.03.2023 15:00;9501;EUR;
19.03.2023 15:00 - 19.03.2023 16:00;9867;EUR;
19.03.2023 16:00 - 19.03.2023 17:00;10609;EUR;
19.03.2023 17:00 - 19.03.2023 18:00;13317;EUR;
19.03.2023 18:00 - 19.03.2023 19:00;14500;EUR;
19.03.2023 19:00 - 19.03.2023 20:00;15291;EUR;
19.03.2023 20:00 - 19.03.2023 21:00;14471;EUR;
19.03.2023 21:00 - 19.03.2023 22:00;13527;EUR;
19.03.2023 22:00 - 19.03.2023 23:00;13290;EUR;
19.03.2023 23:00 - 20.03.2023 00:00;13000;EUR;
20.03.2023 00:00 - 20.03.2023 01:00;12400;EUR;
20.03.2023 01:00 - 20.03.2023 02:00;11494;EUR;
20.03.2023 02:00 - 20.03.2023 03:00;11306;EUR;
20.03.2023 03:00 - 20.03.2023 04:00;11018;EUR;
20.03.2023 04:00 - 20.03.2023 05:00;10462;EUR;
20.03.2023 05:00 - 20.03.2023 06:00;11640;EUR;
20.03.2023 06:00 - 20.03.2023 07:00;13251;EUR;
20.03.2023 07:00 - 20.03.2023 08:00;14843;EUR;
20.03.2023 08:00 - 20.03.2023 09:00;14494;EUR;
20.03.2023 09:00 - 20.03.2023 10:00;13426;EUR;
20.03.2023 10:00 - 20.03.2023 11:00;11748;EUR;
20.03.2023 11:00 - 20.03.2023 12:00;10439;EUR;
20.03.2023 12:00 - 20.03.2023 13:00;9968;EUR;
20.03.2023 13:00 - 20.03.2023 14:00;9808;EUR;
20.03.2023 14:00 - 20.03.2023 15:00;9801;EUR;
20.03.2023 15:00 - 20.03.2023 16:00;9964;EUR;
20.03.2023 16:00 - 20.03.2023 17:00;10243;EUR;
20.03.2023 17:00 - 20.03.2023 18:00;13282;EUR;
20.03.2023 18:00 - 20.03.2023 19:00;15096;EUR;
20.03.2023 19:00 - 20.03.2023 20:00;16547;EUR;
20.03.2023 20:00 - 20.03.2023 21:00;15236;EUR;
20.03.2023 21:00 - 20.03.2023 22:00;13549;EUR;
20.03.2023 22:00 - 20.03.2023 23:00;12750;EUR;
20.03.2023 23:00 - 21.03.2023 00:00;11704;EUR;
21.03.2023 00:00 - 21.03.2023 01:00;12079;EUR;
21.03.2023 01:00 - 21.03.2023 02:00;11228;EUR;
21.03.2023 02:00 - 21.03.2023 03:00;11156;EUR;
21.03.2023 03:00 - 21.03.2023 04:00;10865;EUR;
21.03.2023 04:00 - 21.03.2023 05:00;11000;EUR;
21.03.2023 05:00 - 21.03.2023 06:00;11821;EUR;
21.03.2023 06:00 - 21.03.2023 07:00;12981;EUR;
21.03.2023 07:00 - 21.03.2023 08:00;14549;EUR;
21.03.2023 08:00 - 21.03.2023 09:00;14345;EUR;
21.03.2023 09:00 - 21.03.2023 10:00;12853;EUR;
21.03.2023 10:00 - 21.03.2023 11:00;11500;EUR;
21.03.2023 11:00 - 21.03.2023 12:00;10667;EUR;
21.03.2023 12:00 - 21.03.2023 13:00;10191;EUR;
21.03.2023 13:00 - 21.03.2023 14:00;9948;EUR;
21.03.2023 14:00 - 21.03.2023 15:00;9609;EUR;
21.03.2023 15:00 - 21.03.2023 16:00;9534;EUR;
21.03.2023 16:00 - 21.03.2023 17:00;9878;EUR;
21.03.2023 17:00 - 21.03.2023 18:00;10331;EUR;
21.03.2023 18:00 - 21.03.2023 19:00;10624;EUR;
21.03.2023 19:00 - 21.03.2023 20:00;9737;EUR;
21.03.2023 20:00 - 21.03.2023 21:00;9405;EUR;
21.03.2023 21:00 - 21.03.2023 22:00;9204;EUR;
21.03.2023 22:00 - 21.03.2023 23:00;9001;EUR;
21.03.2023 23:00 - 22.03.2023 00:00;8747;EUR;
22.03.2023 00:00 - 22.03.2023 01:00;7706;EUR;
22.03.2023 01:00 - 22.03.2023 02:00;7319;EUR;
22.03.2023 02:00 - 22.03.2023 03:00;7339;EUR;
22.03.2023 03:00 - 22.03.2023 04:00;6903;EUR;
22.03.2023 04:00 - 22.03.2023 05:00;6667;EUR;
22.03.2023 05:00 - 22.03.2023 06:00;7196;EUR;
22.03.2023 06:00 - 22.03.2023 07:00;8443;EUR;
22.03.2023 07:00 - 22.03.2023 08:00;8961;EUR;
22.03.2023 08:00 - 22.03.2023 09:00;9346;EUR;
22.03.2023 09:00 - 22.03.2023 10:00;8237;EUR;
22.03.2023 10:00 - 22.03.2023 11:00;5835;EUR;
22.03.2023 11:00 - 22.03.2023 12:00;3329;EUR;
22.03.2023 12:00 - 22.03.2023 13:00;2293;EUR;
22.03.2023 13:00 - 22.03.2023 14:00;1699;EUR;
22.03.2023 14:00 - 22.03.2023 15:00;3943;EUR;
22.03.2023 15:00 - 22.03.2023 16:00;6841;EUR;
22.03.2023 16:00 - 22.03.2023 17:00;7892;EUR;
22.03.2023 17:00 - 22.03.2023 18:00;8546;EUR;
22.03.2023 18:00 - 22.03.2023 19:00;8497;EUR;
22.03.2023 19:00 - 22.03.2023 20:00;8878;EUR;
22.03.2023 20:00 - 22.03.2023 21:00;8829;EUR;
22.03.2023 21:00 - 22.03.2023 22:00;8799;EUR;
22.03.2023 22:00 - 22.03.2023 23:00;8884;EUR;
22.03.2023 23:00 - 23.03.2023 00:00;8329;EUR;
23.03.2023 00:00 - 23.03.2023 01:00;6805;EUR;
23.03.2023 01:00 - 23.03.2023 02:00;6589;EUR;
23.03.2023 02:00 - 23.03.2023 03:00;5529;EUR;
23.03.2023 03:00 - 23.03.2023 04:00;4594;EUR;
23.03.2023 04:00 - 23.03.2023 05:00;3317;EUR;
23.03.2023 05:00 - 23.03.2023 06:00;5578;EUR;
23.03.2023 06:00 - 23.03.2023 07:00;8064;EUR;
23.03.2023 07:00 - 23.03.2023 08:00;8706;EUR;
23.03.2023 08:00 - 23.03.2023 09:00;9280;EUR;
23.03.2023 09:00 - 23.03.2023 10:00;7280;EUR;
23.03.2023 10:00 - 23.03.2023 11:00;4074;EUR;
23.03.2023 11:00 - 23.03.2023 12:00;3568;EUR;
23.03.2023 12:00 - 23.03.2023 13:00;3564;EUR;
23.03.2023 13:00 - 23.03.2023 14:00;3629;EUR;
23.03.2023 14:00 - 23.03.2023 15:00;4162;EUR;
23.03.2023 15:00 - 23.03.2023 16:00;5400;EUR;
23.03.2023 16:00 - 23.03.2023 17:00;7433;EUR;
23.03.2023 17:00 - 23.03.2023 18:00;8701;EUR;
23.03.2023 18:00 - 23.03.2023 19:00;9259;EUR;
23.03.2023 19:00 - 23.03.2023 20:00;9600;EUR;
23.03.2023 20:00 - 23.03.2023 21:00;9159;EUR;
23.03.2023 21:00 - 23.03.2023 22:00;8899;EUR;
23.03.2023 22:00 - 23.03.2023 23:00;8610;EUR;
23.03.2023 23:00 - 24.03.2023 00:00;7735;EUR;
24.03.2023 00:00 - 24.03.2023 01:00;5512;EUR;
24.03.2023 01:00 - 24.03.2023 02:00;4380;EUR;
24.03.2023 02:00 - 24.03.2023 03:00;4067;EUR;
24.03.2023 03:00 - 24.03.2023 04:00;4018;EUR;
24.03.2023 04:00 - 24.03.2023 05:00;3507;EUR;
24.03.2023 05:00 - 24.03.2023 06:00;4019;EUR;
24.03.2023 06:00 - 24.03.2023 07:00;6244;EUR;
24.03.2023 07:00 - 24.03.2023 08:00;8123;EUR;
24.03.2023 08:00 - 24.03.2023 09:00;8123;EUR;
24.03.2023 09:00 - 24.03.2023 10:00;6236;EUR;
24.03.2023 10:00 - 24.03.2023 11:00;3695;EUR;
24.03.2023 11:00 - 24.03.2023 12:00;2528;EUR;
24.03.2023 12:00 - 24.03.2023 13:00;1147;EUR;
24.03.2023 13:00 - 24.03.2023 14:00;399;EUR;
24.03.2023 14:00 - 24.03.2023 15:00;207;EUR;
24.03.2023 15:00 - 24.03.2023 16:00;584;EUR;
24.03.2023 16:00 - 24.03.2023 17:00;2959;EUR;
24.03.2023 17:00 - 24.03.2023 18:00;7916;EUR;
24.03.2023 18:00 - 24.03.2023 19:00;8554;EUR;
24.03.2023 19:00 - 24.03.2023 20:00;8863;EUR;
24.03.2023 20:00 - 24.03.2023 21:00;8832;EUR;
24.03.2023 21:00 - 24.03.2023 22:00;8250;EUR;
24.03.2023 22:00 - 24.03.2023 23:00;7620;EUR;
24.03.2023 23:00 - 25.03.2023 00:00;6490;EUR;
25.03.2023 00:00 - 25.03.2023 01:00;1530;EUR;
25.03.2023 01:00 - 25.03.2023 02:00;97;EUR;
25.03.2023 02:00 - 25.03.2023 03:00;11;EUR;
25.03.2023 03:00 - 25.03.2023 04:00;8;EUR;
25.03.2023 04:00 - 25.03.2023 05:00;29;EUR;
25.03.2023 05:00 - 25.03.2023 06:00;10;EUR;
25.03.2023 06:00 - 25.03.2023 07:00;353;EUR;
25.03.2023 07:00 - 25.03.2023 08:00;772;EUR;
25.03.2023 08:00 - 25.03.2023 09:00;593;EUR;
25.03.2023 09:00 - 25.03.2023 10:00;6;EUR;
25.03.2023 10:00 - 25.03.2023 11:00;-6;EUR;
25.03.2023 11:00 - 25.03.2023 12:00;-118;EUR;
25.03.2023 12:00 - 25.03.2023 13:00;-53;EUR;
25.03.2023 13:00 - 25.03.2023 14:00;-7;EUR;
25.03.2023 14:00 - 25.03.2023 15:00;7;EUR;
25.03.2023 15:00 - 25.03.2023 16:00;374;EUR;
25.03.2023 16:00 - 25.03.2023 17:00;2437;EUR;
25.03.2023 17:00 - 25.03.2023 18:00;3639;EUR;
25.03.2023 18:00 - 25.03.2023 19:00;7053;EUR;
25.03.2023 19:00 - 25.03.2023 20:00;7720;EUR;
25.03.2023 20:00 - 25.03.2023 21:00;7469;EUR;
25.03.2023 21:00 - 25.03.2023 22:00;4184;EUR;
25.03.2023 22:00 - 25.03.2023 23:00;3891;EUR;
25.03.2023 23:00 - 26.03.2023 00:00;3336;EUR;
26.03.2023 00:00 - 26.03.2023 01:00;3966;EUR;
26.03.2023 01:00 - 26.03.2023 02:00;3923;EUR;
26.03.2023 02:00 - 26.03.2023 03:00;;;
26.03.2023 03:00 - 26.03.2023 04:00;4012;EUR;
26.03.2023 04:00 - 26.03.2023 05:00;4088;EUR;
26.03.2023 05:00 - 26.03.2023 06:00;4142;EUR;
26.03.2023 06:00 - 26.03.2023 07:00;6349;EUR;
26.03.2023 07:00 - 26.03.2023 08:00;7309;EUR;
26.03.2023 08:00 - 26.03.2023 09:00;7724;EUR;
26.03.2023 09:00 - 26.03.2023 10:00;7960;EUR;
26.03.2023 10:00 - 26.03.2023 11:00;7858;EUR;
26.03.2023 11:00 - 26.03.2023 12:00;7600;EUR;
26.03.2023 12:00 - 26.03.2023 13:00;6189;EUR;
26.03.2023 13:00 - 26.03.2023 14:00;5544;EUR;
26.03.2023 14:00 - 26.03.2023 15:00;5046;EUR;
26.03.2023 15:00 - 26.03.2023 16:00;4602;EUR;
26.03.2023 16:00 - 26.03.2023 17:00;4835;EUR;
26.03.2023 17:00 - 26.03.2023 18:00;7709;EUR;
26.03.2023 18:00 - 26.03.2023 19:00;10665;EUR;
26.03.2023 19:00 - 26.03.2023 20:00;11786;EUR;
26.03.2023 20:00 - 26.03.2023 21:00;10095;EUR;
26.03.2023 21:00 - 26.03.2023 22:00;10077;EUR;
26.03.2023 22:00 - 26.03.2023 23:00;9902;EUR;
26.03.2023 23:00 - 27.03.2023 00:00;9464;EUR;
27.03.2023 00:00 - 27.03.2023 01:00;9600;EUR;
27.03.2023 01:00 - 27.03.2023 02:00;9171;EUR;
27.03.2023 02:00 - 27.03.2023 03:00;8748;EUR;
27.03.2023 03:00 - 27.03.2023 04:00;8399;EUR;
27.03.2023 04:00 - 27.03.2023 05:00;8490;EUR;
27.03.2023 05:00 - 27.03.2023 06:00;9285;EUR;
27.03.2023 06:00 - 27.03.2023 07:00;10874;EUR;
27.03.2023 07:00 - 27.03.2023 08:00;13956;EUR;
27.03.2023 08:00 - 27.03.2023 09:00;13653;EUR;
27.03.2023 09:00 - 27.03.2023 10:00;9785;EUR;
27.03.2023 10:00 - 27.03.2023 11:00;9257;EUR;
27.03.2023 11:00 - 27.03.2023 12:00;8093;EUR;
27.03.2023 12:00 - 27.03.2023 13:00;6826;EUR;
27.03.2023 13:00 - 27.03.2023 14:00;5491;EUR;
27.03.2023 14:00 - 27.03.2023 15:00;4274;EUR;
27.03.2023 15:00 - 27.03.2023 16:00;4616;EUR;
27.03.2023 16:00 - 27.03.2023 17:00;4962;EUR;
27.03.2023 17:00 - 27.03.2023 18:00;7437;EUR;
27.03.2023 18:00 - 27.03.2023 19:00;9595;EUR;
27.03.2023 19:00 - 27.03.2023 20:00;12438;EUR;
27.03.2023 20:00 - 27.03.2023 21:00;10219;EUR;
27.03.2023 21:00 - 27.03.2023 22:00;10191;EUR;
27.03.2023 22:00 - 27.03.2023 23:00;10352;EUR;
27.03.2023 23:00 - 28.03.2023 00:00;9146;EUR;
28.03.2023 00:00 - 28.03.2023 01:00;7868;EUR;
28.03.2023 01:00 - 28.03.2023 02:00;8230;EUR;
28.03.2023 02:00 - 28.03.2023 03:00;8467;EUR;
28.03.2023 03:00 - 28.03.2023 04:00;9283;EUR;
28.03.2023 04:00 - 28.03.2023 05:00;9250;EUR;
28.03.2023 05:00 - 28.03.2023 06:00;9944;EUR;
28.03.2023 06:00 - 28.03.2023 07:00;13005;EUR;
28.03.2023 07:00 - 28.03.2023 08:00;15992;EUR;
28.03.2023 08:00 - 28.03.2023 09:00;15992;EUR;
28.03.2023 09:00 - 28.03.2023 10:00;12521;EUR;
28.03.2023 10:00 - 28.03.2023 11:00;10428;EUR;
28.03.2023 11:00 - 28.03.2023 12:00;9489;EUR;
28.03.2023 12:00 - 28.03.2023 13:00;9359;EUR;
28.03.2023 13:00 - 28.03.2023 14:00;9168;EUR;
28.03.2023 14:00 - 28.03.2023 15:00;9176;EUR;
28.03.2023 15:00 - 28.03.2023 16:00;9432;EUR;
28.03.2023 16:00 - 28.03.2023 17:00;9608;EUR;
28.03.2023 17:00 - 28.03.2023 18:00;10859;EUR;
28.03.2023 18:00 - 28.03.2023 19:00;13687;EUR;
28.03.2023 19:00 - 28.03.2023 20:00;16098;EUR;
28.03.2023 20:00 - 28.03.2023 21:00;16100;EUR;
28.03.2023 21:00 - 28.03.2023 22:00;13200;EUR;
28.03.2023 22:00 - 28.03.2023 23:00;12501;EUR;
28.03.2023 23:00 - 29.03.2023 00:00;11039;EUR;
29.03.2023 00:00 - 29.03.2023 01:00;9519;EUR;
29.03.2023 01:00 - 29.03.2023 02:00;9215;EUR;
29.03.2023 02:00 - 29.03.2023 03:00;9480;EUR;
29.03.2023 03:00 - 29.03.2023 04:00;9804;EUR;
29.03.2023 04:00 - 29.03.2023 05:00;9513;EUR;
29.03.2023 05:00 - 29.03.2023 06:00;9920;EUR;
29.03.2023 06:00 - 29.03.2023 07:00;11704;EUR;
29.03.2023 07:00 - 29.03.2023 08:00;14413;EUR;
29.03.2023 08:00 - 29.03.2023 09:00;15200;EUR;
29.03.2023 09:00 - 29.03.2023 10:00;14417;EUR;
29.03.2023 10:00 - 29.03.2023 11:00;13000;EUR;
29.03.2023 11:00 - 29.03.2023 12:00;11900;EUR;
29.03.2023 12:00 - 29.03.2023 13:00;11098;EUR;
29.03.2023 13:00 - 29.03.2023 14:00;10560;EUR;
29.03.2023 14:00 - 29.03.2023 15:00;10155;EUR;
29.03.2023 15:00 - 29.03.2023 16:00;10494;EUR;
29.03.2023 16:00 - 29.03.2023 17:00;10620;EUR;
29.03.2023 17:00 - 29.03.2023 18:00;12815;EUR;
29.03.2023 18:00 - 29.03.2023 19:00;14541;EUR;
29.03.2023 19:00 - 29.03.2023 20:00;14987;EUR;
29.03.2023 20:00 - 29.03.2023 21:00;13228;EUR;
29.03.2023 21:00 - 29.03.2023 22:00;11492;EUR;
29.03.2023 22:00 - 29.03.2023 23:00;10990;EUR;
29.03.2023 23:00 - 30.03.2023 00:00;9480;EUR;
30.03.2023 00:00 - 30.03.2023 01:00;8971;EUR;
30.03.2023 01:00 - 30.03.2023 02:00;8225;EUR;
30.03.2023 02:00 - 30.03.2023 03:00;8075;EUR;
30.03.2023 03:00 - 30.03.2023 04:00;7877;EUR;
30.03.2023 04:00 - 30.03.2023 05:00;7791;EUR;
30.03.2023 05:00 - 30.03.2023 06:00;7680;EUR;
30.03.2023 06:00 - 30.03.2023 07:00;8977;EUR;
30.03.2023 07:00 - 30.03.2023 08:00;11888;EUR;
30.03.2023 08:00 - 30.03.2023 09:00;12930;EUR;
30.03.2023 09:00 - 30.03.2023 10:00;11000;EUR;
30.03.2023 10:00 - 30.03.2023 11:00;9066;EUR;
30.03.2023 11:00 - 30.03.2023 12:00;8000;EUR;
30.03.2023 12:00 - 30.03.2023 13:00;6483;EUR;
30.03.2023 13:00 - 30.03.2023 14:00;2559;EUR;
30.03.2023 14:00 - 30.03.2023 15:00;575;EUR;
30.03.2023 15:00 - 30.03.2023 16:00;1005;EUR;
30.03.2023 16:00 - 30.03.2023 17:00;3962;EUR;
30.03.2023 17:00 - 30.03.2023 18:00;7244;EUR;
30.03.2023 18:00 - 30.03.2023 19:00;9755;EUR;
30.03.2023 19:00 - 30.03.2023 20:00;11970;EUR;
30.03.2023 20:00 - 30.03.2023 21:00;11650;EUR;
30.03.2023 21:00 - 30.03.2023 22:00;10245;EUR;
30.03.2023 22:00 - 30.03.2023 23:00;9873;EUR;
30.03.2023 23:00 - 31.03.2023 00:00;9076;EUR;
31.03.2023 00:00 - 31.03.2023 01:00;6513;EUR;
31.03.2023 01:00 - 31.03.2023 02:00;6490;EUR;
31.03.2023 02:00 - 31.03.2023 03:00;5710;EUR;
31.03.2023 03:00 - 31.03.2023 04:00;4862;EUR;
31.03.2023 04:00 - 31.03.2023 05:00;6884;EUR;
31.03.2023 05:00 - 31.03.2023 06:00;7997;EUR;
31.03.2023 06:00 - 31.03.2023 07:00;11172;EUR;
31.03.2023 07:00 - 31.03.2023 08:00;13212;EUR;
31.03.2023 08:00 - 31.03.2023 09:00;13764;EUR;
31.03.2023 09:00 - 31.03.2023 10:00;13219;EUR;
31.03.2023 10:00 - 31.03.2023 11:00;12420;EUR;
31.03.2023 11:00 - 31.03.2023 12:00;11967;EUR;
31.03.2023 12:00 - 31.03.2023 13:00;10377;EUR;
31.03.2023 13:00 - 31.03.2023 14:00;9714;EUR;
31.03.2023 14:00 - 31.03.2023 15:00;9305;EUR;
31.03.2023 15:00 - 31.03.2023 16:00;9472;EUR;
31.03.2023 16:00 - 31.03.2023 17:00;10189;EUR;
31.03.2023 17:00 - 31.03.2023 18:00;10329;EUR;
31.03.2023 18:00 - 31.03.2023 19:00;10837;EUR;
31.03.2023 19:00 - 31.03.2023 20:00;11046;EUR;
31.03.2023 20:00 - 31.03.2023 21:00;10185;EUR;
31.03.2023 21:00 - 31.03.2023 22:00;9815;EUR;
31.03.2023 22:00 - 31.03.2023 23:00;8673;EUR;
31.03.2023 23:00 - 01.04.2023 00:00;8000;EUR;
01.04.2023 00:00 - 01.04.2023 01:00;8219;EUR;
01.04.2023 01:00 - 01.04.2023 02:00;6390;EUR;
01.04.2023 02:00 - 01.04.2023 03:00;5384;EUR;
01.04.2023 03:00 - 01.04.2023 04:00;3883;EUR;
01.04.2023 04:00 - 01.04.2023 05:00;3605;EUR;
01.04.2023 05:00 - 01.04.2023 06:00;3533;EUR;
01.04.2023 06:00 - 01.04.2023 07:00;3436;EUR;
01.04.2023 07:00 - 01.04.2023 08:00;5171;EUR;
01.04.2023 08:00 - 01.04.2023 09:00;6116;EUR;
01.04.2023 09:00 - 01.04.2023 10:00;6041;EUR;
01.04.2023 10:00 - 01.04.2023 11:00;4957;EUR;
01.04.2023 11:00 - 01.04.2023 12:00;4609;EUR;
01.04.2023 12:00 - 01.04.2023 13:00;4096;EUR;
01.04.2023 13:00 - 01.04.2023 14:00;3862;EUR;
01.04.2023 14:00 - 01.04.2023 15:00;3350;EUR;
01.04.2023 15:00 - 01.04.2023 16:00;3637;EUR;
01.04.2023 16:00 - 01.04.2023 17:00;4057;EUR;
