MTU (CET/CEST);Day-ahead Price [EUR/MWh];Currency;BZN|DK1
08.05.2023 01:00 - 08.05.2023 02:00;8393;EUR;
08.05.2023 02:00 - 08.05.2023 03:00;8378;EUR;
08.05.2023 03:00 - 08.05.2023 04:00;8313;EUR;
08.05.2023 04:00 - 08.05.2023 05:00;8409;EUR;
08.05.2023 05:00 - 08.05.2023 06:00;8800;EUR;
08.05.2023 06:00 - 08.05.2023 07:00;10329;EUR;
08.05.2023 07:00 - 08.05.2023 08:00;11787;EUR;
08.05.2023 08:00 - 08.05.2023 09:00;11097;EUR;
08.05.2023 09:00 - 08.05.2023 10:00;9761;EUR;
08.05.2023 10:00 - 08.05.2023 11:00;8963;EUR;
08.05.2023 11:00 - 08.05.2023 12:00;7968;EUR;
08.05.2023 12:00 - 08.05.2023 13:00;7506;EUR;
08.05.2023 13:00 - 08.05.2023 14:00;6948;EUR;
08.05.2023 14:00 - 08.05.2023 15:00;6290;EUR;
08.05.2023 15:00 - 08.05.2023 16:00;6021;EUR;
08.05.2023 16:00 - 08.05.2023 17:00;7354;EUR;
08.05.2023 17:00 - 08.05.2023 18:00;8764;EUR;
08.05.2023 18:00 - 08.05.2023 19:00;9247;EUR;
08.05.2023 19:00 - 08.05.2023 20:00;9398;EUR;
08.05.2023 20:00 - 08.05.2023 21:00;10057;EUR;
08.05.2023 21:00 - 08.05.2023 22:00;9990;EUR;
08.05.2023 22:00 - 08.05.2023 23:00;9203;EUR;
08.05.2023 23:00 - 09.05.2023 00:00;8206;EUR;
09.05.2023 00:00 - 09.05.2023 01:00;8207;EUR;
09.05.2023 01:00 - 09.05.2023 02:00;7910;EUR;
09.05.2023 02:00 - 09.05.2023 03:00;7922;EUR;
09.05.2023 03:00 - 09.05.2023 04:00;8147;EUR;
09.05.2023 04:00 - 09.05.2023 05:00;8252;EUR;
09.05.2023 05:00 - 09.05.2023 06:00;8594;EUR;
09.05.2023 06:00 - 09.05.2023 07:00;9514;EUR;
09.05.2023 07:00 - 09.05.2023 08:00;9326;EUR;
09.05.2023 08:00 - 09.05.2023 09:00;9342;EUR;
09.05.2023 09:00 - 09.05.2023 10:00;9203;EUR;
09.05.2023 10:00 - 09.05.2023 11:00;8387;EUR;
09.05.2023 11:00 - 09.05.2023 12:00;7095;EUR;
09.05.2023 12:00 - 09.05.2023 13:00;6576;EUR;
09.05.2023 13:00 - 09.05.2023 14:00;6191;EUR;
09.05.2023 14:00 - 09.05.2023 15:00;6829;EUR;
09.05.2023 15:00 - 09.05.2023 16:00;7602;EUR;
09.05.2023 16:00 - 09.05.2023 17:00;7689;EUR;
09.05.2023 17:00 - 09.05.2023 18:00;9259;EUR;
09.05.2023 18:00 - 09.05.2023 19:00;9200;EUR;
09.05.2023 19:00 - 09.05.2023 20:00;9537;EUR;
09.05.2023 20:00 - 09.05.2023 21:00;9257;EUR;
09.05.2023 21:00 - 09.05.2023 22:00;9240;EUR;
09.05.2023 22:00 - 09.05.2023 23:00;8765;EUR;
09.05.2023 23:00 - 10.05.2023 00:00;8086;EUR;
10.05.2023 00:00 - 10.05.2023 01:00;6880;EUR;
10.05.2023 01:00 - 10.05.2023 02:00;6533;EUR;
10.05.2023 02:00 - 10.05.2023 03:00;6444;EUR;
10.05.2023 03:00 - 10.05.2023 04:00;6381;EUR;
10.05.2023 04:00 - 10.05.2023 05:00;6418;EUR;
10.05.2023 05:00 - 10.05.2023 06:00;7006;EUR;
10.05.2023 06:00 - 10.05.2023 07:00;7867;EUR;
10.05.2023 07:00 - 10.05.2023 08:00;8457;EUR;
10.05.2023 08:00 - 10.05.2023 09:00;8492;EUR;
10.05.2023 09:00 - 10.05.2023 10:00;8431;EUR;
10.05.2023 10:00 - 10.05.2023 11:00;7925;EUR;
10.05.2023 11:00 - 10.05.2023 12:00;7935;EUR;
10.05.2023 12:00 - 10.05.2023 13:00;7762;EUR;
10.05.2023 13:00 - 10.05.2023 14:00;8053;EUR;
10.05.2023 14:00 - 10.05.2023 15:00;8138;EUR;
10.05.2023 15:00 - 10.05.2023 16:00;8392;EUR;
10.05.2023 16:00 - 10.05.2023 17:00;7855;EUR;
10.05.2023 17:00 - 10.05.2023 18:00;10037;EUR;
10.05.2023 18:00 - 10.05.2023 19:00;12000;EUR;
10.05.2023 19:00 - 10.05.2023 20:00;13573;EUR;
10.05.2023 20:00 - 10.05.2023 21:00;14742;EUR;
10.05.2023 21:00 - 10.05.2023 22:00;13429;EUR;
10.05.2023 22:00 - 10.05.2023 23:00;11759;EUR;
10.05.2023 23:00 - 11.05.2023 00:00;10984;EUR;
11.05.2023 00:00 - 11.05.2023 01:00;10000;EUR;
11.05.2023 01:00 - 11.05.2023 02:00;9694;EUR;
11.05.2023 02:00 - 11.05.2023 03:00;9600;EUR;
11.05.2023 03:00 - 11.05.2023 04:00;9728;EUR;
11.05.2023 04:00 - 11.05.2023 05:00;9790;EUR;
11.05.2023 05:00 - 11.05.2023 06:00;10423;EUR;
11.05.2023 06:00 - 11.05.2023 07:00;12111;EUR;
11.05.2023 07:00 - 11.05.2023 08:00;14833;EUR;
11.05.2023 08:00 - 11.05.2023 09:00;16778;EUR;
11.05.2023 09:00 - 11.05.2023 10:00;13547;EUR;
11.05.2023 10:00 - 11.05.2023 11:00;12671;EUR;
11.05.2023 11:00 - 11.05.2023 12:00;11579;EUR;
11.05.2023 12:00 - 11.05.2023 13:00;10453;EUR;
11.05.2023 13:00 - 11.05.2023 14:00;10001;EUR;
11.05.2023 14:00 - 11.05.2023 15:00;9937;EUR;
11.05.2023 15:00 - 11.05.2023 16:00;10951;EUR;
11.05.2023 16:00 - 11.05.2023 17:00;11354;EUR;
11.05.2023 17:00 - 11.05.2023 18:00;11527;EUR;
11.05.2023 18:00 - 11.05.2023 19:00;12363;EUR;
11.05.2023 19:00 - 11.05.2023 20:00;14700;EUR;
11.05.2023 20:00 - 11.05.2023 21:00;13280;EUR;
11.05.2023 21:00 - 11.05.2023 22:00;11840;EUR;
11.05.2023 22:00 - 11.05.2023 23:00;11399;EUR;
11.05.2023 23:00 - 12.05.2023 00:00;10166;EUR;
12.05.2023 00:00 - 12.05.2023 01:00;9853;EUR;
12.05.2023 01:00 - 12.05.2023 02:00;9055;EUR;
12.05.2023 02:00 - 12.05.2023 03:00;8984;EUR;
12.05.2023 03:00 - 12.05.2023 04:00;9000;EUR;
12.05.2023 04:00 - 12.05.2023 05:00;9080;EUR;
12.05.2023 05:00 - 12.05.2023 06:00;9868;EUR;
12.05.2023 06:00 - 12.05.2023 07:00;11699;EUR;
12.05.2023 07:00 - 12.05.2023 08:00;13000;EUR;
12.05.2023 08:00 - 12.05.2023 09:00;13798;EUR;
12.05.2023 09:00 - 12.05.2023 10:00;11330;EUR;
12.05.2023 10:00 - 12.05.2023 11:00;10160;EUR;
12.05.2023 11:00 - 12.05.2023 12:00;9748;EUR;
12.05.2023 12:00 - 12.05.2023 13:00;7497;EUR;
12.05.2023 13:00 - 12.05.2023 14:00;6410;EUR;
12.05.2023 14:00 - 12.05.2023 15:00;6251;EUR;
12.05.2023 15:00 - 12.05.2023 16:00;6955;EUR;
12.05.2023 16:00 - 12.05.2023 17:00;8062;EUR;
12.05.2023 17:00 - 12.05.2023 18:00;9401;EUR;
12.05.2023 18:00 - 12.05.2023 19:00;10663;EUR;
12.05.2023 19:00 - 12.05.2023 20:00;11962;EUR;
12.05.2023 20:00 - 12.05.2023 21:00;12212;EUR;
12.05.2023 21:00 - 12.05.2023 22:00;11580;EUR;
12.05.2023 22:00 - 12.05.2023 23:00;10118;EUR;
12.05.2023 23:00 - 13.05.2023 00:00;9782;EUR;
13.05.2023 00:00 - 13.05.2023 01:00;10491;EUR;
13.05.2023 01:00 - 13.05.2023 02:00;9829;EUR;
13.05.2023 02:00 - 13.05.2023 03:00;9484;EUR;
13.05.2023 03:00 - 13.05.2023 04:00;9614;EUR;
13.05.2023 04:00 - 13.05.2023 05:00;9654;EUR;
13.05.2023 05:00 - 13.05.2023 06:00;9783;EUR;
13.05.2023 06:00 - 13.05.2023 07:00;9696;EUR;
13.05.2023 07:00 - 13.05.2023 08:00;9472;EUR;
13.05.2023 08:00 - 13.05.2023 09:00;9447;EUR;
13.05.2023 09:00 - 13.05.2023 10:00;8908;EUR;
13.05.2023 10:00 - 13.05.2023 11:00;7135;EUR;
13.05.2023 11:00 - 13.05.2023 12:00;3012;EUR;
13.05.2023 12:00 - 13.05.2023 13:00;1553;EUR;
13.05.2023 13:00 - 13.05.2023 14:00;555;EUR;
13.05.2023 14:00 - 13.05.2023 15:00;506;EUR;
13.05.2023 15:00 - 13.05.2023 16:00;617;EUR;
13.05.2023 16:00 - 13.05.2023 17:00;2772;EUR;
13.05.2023 17:00 - 13.05.2023 18:00;7541;EUR;
13.05.2023 18:00 - 13.05.2023 19:00;8451;EUR;
13.05.2023 19:00 - 13.05.2023 20:00;10862;EUR;
13.05.2023 20:00 - 13.05.2023 21:00;11860;EUR;
13.05.2023 21:00 - 13.05.2023 22:00;11348;EUR;
13.05.2023 22:00 - 13.05.2023 23:00;10996;EUR;
13.05.2023 23:00 - 14.05.2023 00:00;10497;EUR;
14.05.2023 00:00 - 14.05.2023 01:00;10237;EUR;
14.05.2023 01:00 - 14.05.2023 02:00;9818;EUR;
14.05.2023 02:00 - 14.05.2023 03:00;9430;EUR;
14.05.2023 03:00 - 14.05.2023 04:00;8537;EUR;
14.05.2023 04:00 - 14.05.2023 05:00;8642;EUR;
14.05.2023 05:00 - 14.05.2023 06:00;9508;EUR;
14.05.2023 06:00 - 14.05.2023 07:00;8133;EUR;
14.05.2023 07:00 - 14.05.2023 08:00;7387;EUR;
14.05.2023 08:00 - 14.05.2023 09:00;7569;EUR;
14.05.2023 09:00 - 14.05.2023 10:00;5490;EUR;
14.05.2023 10:00 - 14.05.2023 11:00;2509;EUR;
14.05.2023 11:00 - 14.05.2023 12:00;1389;EUR;
14.05.2023 12:00 - 14.05.2023 13:00;973;EUR;
14.05.2023 13:00 - 14.05.2023 14:00;185;EUR;
14.05.2023 14:00 - 14.05.2023 15:00;16;EUR;
14.05.2023 15:00 - 14.05.2023 16:00;178;EUR;
14.05.2023 16:00 - 14.05.2023 17:00;3229;EUR;
14.05.2023 17:00 - 14.05.2023 18:00;9050;EUR;
14.05.2023 18:00 - 14.05.2023 19:00;10563;EUR;
14.05.2023 19:00 - 14.05.2023 20:00;11600;EUR;
14.05.2023 20:00 - 14.05.2023 21:00;12713;EUR;
14.05.2023 21:00 - 14.05.2023 22:00;12799;EUR;
14.05.2023 22:00 - 14.05.2023 23:00;11914;EUR;
14.05.2023 23:00 - 15.05.2023 00:00;10792;EUR;
15.05.2023 00:00 - 15.05.2023 01:00;11904;EUR;
15.05.2023 01:00 - 15.05.2023 02:00;10761;EUR;
15.05.2023 02:00 - 15.05.2023 03:00;10354;EUR;
15.05.2023 03:00 - 15.05.2023 04:00;10887;EUR;
15.05.2023 04:00 - 15.05.2023 05:00;10803;EUR;
15.05.2023 05:00 - 15.05.2023 06:00;12615;EUR;
15.05.2023 06:00 - 15.05.2023 07:00;15103;EUR;
15.05.2023 07:00 - 15.05.2023 08:00;16879;EUR;
15.05.2023 08:00 - 15.05.2023 09:00;14912;EUR;
15.05.2023 09:00 - 15.05.2023 10:00;12481;EUR;
15.05.2023 10:00 - 15.05.2023 11:00;10558;EUR;
15.05.2023 11:00 - 15.05.2023 12:00;9962;EUR;
15.05.2023 12:00 - 15.05.2023 13:00;9475;EUR;
15.05.2023 13:00 - 15.05.2023 14:00;9077;EUR;
15.05.2023 14:00 - 15.05.2023 15:00;8942;EUR;
15.05.2023 15:00 - 15.05.2023 16:00;9054;EUR;
15.05.2023 16:00 - 15.05.2023 17:00;8795;EUR;
15.05.2023 17:00 - 15.05.2023 18:00;10005;EUR;
15.05.2023 18:00 - 15.05.2023 19:00;11784;EUR;
15.05.2023 19:00 - 15.05.2023 20:00;12498;EUR;
15.05.2023 20:00 - 15.05.2023 21:00;12920;EUR;
15.05.2023 21:00 - 15.05.2023 22:00;12232;EUR;
15.05.2023 22:00 - 15.05.2023 23:00;11000;EUR;
15.05.2023 23:00 - 16.05.2023 00:00;9379;EUR;
16.05.2023 00:00 - 16.05.2023 01:00;7559;EUR;
16.05.2023 01:00 - 16.05.2023 02:00;7134;EUR;
16.05.2023 02:00 - 16.05.2023 03:00;6833;EUR;
16.05.2023 03:00 - 16.05.2023 04:00;6204;EUR;
16.05.2023 04:00 - 16.05.2023 05:00;6432;EUR;
16.05.2023 05:00 - 16.05.2023 06:00;6915;EUR;
16.05.2023 06:00 - 16.05.2023 07:00;8779;EUR;
16.05.2023 07:00 - 16.05.2023 08:00;7709;EUR;
16.05.2023 08:00 - 16.05.2023 09:00;7701;EUR;
16.05.2023 09:00 - 16.05.2023 10:00;7351;EUR;
16.05.2023 10:00 - 16.05.2023 11:00;7142;EUR;
16.05.2023 11:00 - 16.05.2023 12:00;6165;EUR;
16.05.2023 12:00 - 16.05.2023 13:00;4978;EUR;
16.05.2023 13:00 - 16.05.2023 14:00;3919;EUR;
16.05.2023 14:00 - 16.05.2023 15:00;1999;EUR;
16.05.2023 15:00 - 16.05.2023 16:00;1259;EUR;
16.05.2023 16:00 - 16.05.2023 17:00;4123;EUR;
16.05.2023 17:00 - 16.05.2023 18:00;5979;EUR;
16.05.2023 18:00 - 16.05.2023 19:00;5979;EUR;
16.05.2023 19:00 - 16.05.2023 20:00;5933;EUR;
16.05.2023 20:00 - 16.05.2023 21:00;5678;EUR;
16.05.2023 21:00 - 16.05.2023 22:00;4853;EUR;
16.05.2023 22:00 - 16.05.2023 23:00;2847;EUR;
16.05.2023 23:00 - 17.05.2023 00:00;1457;EUR;
17.05.2023 00:00 - 17.05.2023 01:00;1900;EUR;
17.05.2023 01:00 - 17.05.2023 02:00;3016;EUR;
17.05.2023 02:00 - 17.05.2023 03:00;3016;EUR;
17.05.2023 03:00 - 17.05.2023 04:00;3016;EUR;
17.05.2023 04:00 - 17.05.2023 05:00;3017;EUR;
17.05.2023 05:00 - 17.05.2023 06:00;3476;EUR;
17.05.2023 06:00 - 17.05.2023 07:00;4360;EUR;
17.05.2023 07:00 - 17.05.2023 08:00;5064;EUR;
17.05.2023 08:00 - 17.05.2023 09:00;5421;EUR;
17.05.2023 09:00 - 17.05.2023 10:00;5044;EUR;
17.05.2023 10:00 - 17.05.2023 11:00;4854;EUR;
17.05.2023 11:00 - 17.05.2023 12:00;3638;EUR;
17.05.2023 12:00 - 17.05.2023 13:00;362;EUR;
17.05.2023 13:00 - 17.05.2023 14:00;5;EUR;
17.05.2023 14:00 - 17.05.2023 15:00;8;EUR;
17.05.2023 15:00 - 17.05.2023 16:00;202;EUR;
17.05.2023 16:00 - 17.05.2023 17:00;2000;EUR;
17.05.2023 17:00 - 17.05.2023 18:00;5899;EUR;
17.05.2023 18:00 - 17.05.2023 19:00;6502;EUR;
17.05.2023 19:00 - 17.05.2023 20:00;7045;EUR;
17.05.2023 20:00 - 17.05.2023 21:00;11441;EUR;
17.05.2023 21:00 - 17.05.2023 22:00;12704;EUR;
17.05.2023 22:00 - 17.05.2023 23:00;10834;EUR;
17.05.2023 23:00 - 18.05.2023 00:00;10047;EUR;
18.05.2023 00:00 - 18.05.2023 01:00;10059;EUR;
18.05.2023 01:00 - 18.05.2023 02:00;9490;EUR;
18.05.2023 02:00 - 18.05.2023 03:00;8924;EUR;
18.05.2023 03:00 - 18.05.2023 04:00;8892;EUR;
18.05.2023 04:00 - 18.05.2023 05:00;9438;EUR;
18.05.2023 05:00 - 18.05.2023 06:00;9840;EUR;
18.05.2023 06:00 - 18.05.2023 07:00;10042;EUR;
18.05.2023 07:00 - 18.05.2023 08:00;9483;EUR;
18.05.2023 08:00 - 18.05.2023 09:00;9029;EUR;
18.05.2023 09:00 - 18.05.2023 10:00;8034;EUR;
18.05.2023 10:00 - 18.05.2023 11:00;7206;EUR;
18.05.2023 11:00 - 18.05.2023 12:00;6503;EUR;
18.05.2023 12:00 - 18.05.2023 13:00;6287;EUR;
18.05.2023 13:00 - 18.05.2023 14:00;4352;EUR;
18.05.2023 14:00 - 18.05.2023 15:00;2941;EUR;
18.05.2023 15:00 - 18.05.2023 16:00;4308;EUR;
18.05.2023 16:00 - 18.05.2023 17:00;7156;EUR;
18.05.2023 17:00 - 18.05.2023 18:00;8459;EUR;
18.05.2023 18:00 - 18.05.2023 19:00;10308;EUR;
18.05.2023 19:00 - 18.05.2023 20:00;11553;EUR;
18.05.2023 20:00 - 18.05.2023 21:00;12587;EUR;
18.05.2023 21:00 - 18.05.2023 22:00;11718;EUR;
18.05.2023 22:00 - 18.05.2023 23:00;10961;EUR;
18.05.2023 23:00 - 19.05.2023 00:00;9876;EUR;
19.05.2023 00:00 - 19.05.2023 01:00;9302;EUR;
19.05.2023 01:00 - 19.05.2023 02:00;8320;EUR;
19.05.2023 02:00 - 19.05.2023 03:00;8023;EUR;
19.05.2023 03:00 - 19.05.2023 04:00;7703;EUR;
19.05.2023 04:00 - 19.05.2023 05:00;8416;EUR;
19.05.2023 05:00 - 19.05.2023 06:00;9933;EUR;
19.05.2023 06:00 - 19.05.2023 07:00;11100;EUR;
19.05.2023 07:00 - 19.05.2023 08:00;10997;EUR;
19.05.2023 08:00 - 19.05.2023 09:00;10600;EUR;
19.05.2023 09:00 - 19.05.2023 10:00;9389;EUR;
19.05.2023 10:00 - 19.05.2023 11:00;7037;EUR;
19.05.2023 11:00 - 19.05.2023 12:00;6056;EUR;
19.05.2023 12:00 - 19.05.2023 13:00;6091;EUR;
19.05.2023 13:00 - 19.05.2023 14:00;5779;EUR;
19.05.2023 14:00 - 19.05.2023 15:00;5793;EUR;
19.05.2023 15:00 - 19.05.2023 16:00;6362;EUR;
19.05.2023 16:00 - 19.05.2023 17:00;7215;EUR;
19.05.2023 17:00 - 19.05.2023 18:00;8719;EUR;
19.05.2023 18:00 - 19.05.2023 19:00;10367;EUR;
19.05.2023 19:00 - 19.05.2023 20:00;11629;EUR;
19.05.2023 20:00 - 19.05.2023 21:00;11593;EUR;
19.05.2023 21:00 - 19.05.2023 22:00;10502;EUR;
19.05.2023 22:00 - 19.05.2023 23:00;9979;EUR;
19.05.2023 23:00 - 20.05.2023 00:00;8578;EUR;
20.05.2023 00:00 - 20.05.2023 01:00;7874;EUR;
20.05.2023 01:00 - 20.05.2023 02:00;7400;EUR;
20.05.2023 02:00 - 20.05.2023 03:00;6808;EUR;
20.05.2023 03:00 - 20.05.2023 04:00;6583;EUR;
20.05.2023 04:00 - 20.05.2023 05:00;6505;EUR;
20.05.2023 05:00 - 20.05.2023 06:00;6570;EUR;
20.05.2023 06:00 - 20.05.2023 07:00;6208;EUR;
20.05.2023 07:00 - 20.05.2023 08:00;6246;EUR;
20.05.2023 08:00 - 20.05.2023 09:00;5976;EUR;
20.05.2023 09:00 - 20.05.2023 10:00;4004;EUR;
20.05.2023 10:00 - 20.05.2023 11:00;444;EUR;
20.05.2023 11:00 - 20.05.2023 12:00;28;EUR;
20.05.2023 12:00 - 20.05.2023 13:00;-143;EUR;
20.05.2023 13:00 - 20.05.2023 14:00;-127;EUR;
20.05.2023 14:00 - 20.05.2023 15:00;-9;EUR;
20.05.2023 15:00 - 20.05.2023 16:00;0;EUR;
20.05.2023 16:00 - 20.05.2023 17:00;132;EUR;
20.05.2023 17:00 - 20.05.2023 18:00;2594;EUR;
20.05.2023 18:00 - 20.05.2023 19:00;5368;EUR;
20.05.2023 19:00 - 20.05.2023 20:00;7844;EUR;
20.05.2023 20:00 - 20.05.2023 21:00;8769;EUR;
20.05.2023 21:00 - 20.05.2023 22:00;8106;EUR;
20.05.2023 22:00 - 20.05.2023 23:00;7860;EUR;
20.05.2023 23:00 - 21.05.2023 00:00;7302;EUR;
21.05.2023 00:00 - 21.05.2023 01:00;5220;EUR;
21.05.2023 01:00 - 21.05.2023 02:00;4004;EUR;
21.05.2023 02:00 - 21.05.2023 03:00;3388;EUR;
21.05.2023 03:00 - 21.05.2023 04:00;2876;EUR;
21.05.2023 04:00 - 21.05.2023 05:00;2995;EUR;
21.05.2023 05:00 - 21.05.2023 06:00;2826;EUR;
21.05.2023 06:00 - 21.05.2023 07:00;3079;EUR;
21.05.2023 07:00 - 21.05.2023 08:00;2755;EUR;
21.05.2023 08:00 - 21.05.2023 09:00;2000;EUR;
21.05.2023 09:00 - 21.05.2023 10:00;214;EUR;
21.05.2023 10:00 - 21.05.2023 11:00;0;EUR;
21.05.2023 11:00 - 21.05.2023 12:00;-48;EUR;
21.05.2023 12:00 - 21.05.2023 13:00;-792;EUR;
21.05.2023 13:00 - 21.05.2023 14:00;-2503;EUR;
21.05.2023 14:00 - 21.05.2023 15:00;-4137;EUR;
21.05.2023 15:00 - 21.05.2023 16:00;-1958;EUR;
21.05.2023 16:00 - 21.05.2023 17:00;-41;EUR;
21.05.2023 17:00 - 21.05.2023 18:00;222;EUR;
21.05.2023 18:00 - 21.05.2023 19:00;4134;EUR;
21.05.2023 19:00 - 21.05.2023 20:00;8549;EUR;
21.05.2023 20:00 - 21.05.2023 21:00;9087;EUR;
21.05.2023 21:00 - 21.05.2023 22:00;8882;EUR;
21.05.2023 22:00 - 21.05.2023 23:00;8778;EUR;
21.05.2023 23:00 - 22.05.2023 00:00;7691;EUR;
22.05.2023 00:00 - 22.05.2023 01:00;7313;EUR;
22.05.2023 01:00 - 22.05.2023 02:00;7139;EUR;
22.05.2023 02:00 - 22.05.2023 03:00;7232;EUR;
22.05.2023 03:00 - 22.05.2023 04:00;7181;EUR;
22.05.2023 04:00 - 22.05.2023 05:00;7299;EUR;
22.05.2023 05:00 - 22.05.2023 06:00;8672;EUR;
22.05.2023 06:00 - 22.05.2023 07:00;11026;EUR;
22.05.2023 07:00 - 22.05.2023 08:00;11831;EUR;
22.05.2023 08:00 - 22.05.2023 09:00;11342;EUR;
22.05.2023 09:00 - 22.05.2023 10:00;10231;EUR;
22.05.2023 10:00 - 22.05.2023 11:00;8697;EUR;
22.05.2023 11:00 - 22.05.2023 12:00;7336;EUR;
22.05.2023 12:00 - 22.05.2023 13:00;6307;EUR;
22.05.2023 13:00 - 22.05.2023 14:00;6287;EUR;
22.05.2023 14:00 - 22.05.2023 15:00;6638;EUR;
22.05.2023 15:00 - 22.05.2023 16:00;6825;EUR;
22.05.2023 16:00 - 22.05.2023 17:00;7080;EUR;
22.05.2023 17:00 - 22.05.2023 18:00;7870;EUR;
22.05.2023 18:00 - 22.05.2023 19:00;9000;EUR;
22.05.2023 19:00 - 22.05.2023 20:00;10801;EUR;
22.05.2023 20:00 - 22.05.2023 21:00;11900;EUR;
22.05.2023 21:00 - 22.05.2023 22:00;11280;EUR;
22.05.2023 22:00 - 22.05.2023 23:00;10424;EUR;
22.05.2023 23:00 - 23.05.2023 00:00;8448;EUR;
23.05.2023 00:00 - 23.05.2023 01:00;7054;EUR;
23.05.2023 01:00 - 23.05.2023 02:00;6571;EUR;
23.05.2023 02:00 - 23.05.2023 03:00;6551;EUR;
23.05.2023 03:00 - 23.05.2023 04:00;6212;EUR;
23.05.2023 04:00 - 23.05.2023 05:00;6173;EUR;
23.05.2023 05:00 - 23.05.2023 06:00;6173;EUR;
23.05.2023 06:00 - 23.05.2023 07:00;9750;EUR;
23.05.2023 07:00 - 23.05.2023 08:00;10414;EUR;
23.05.2023 08:00 - 23.05.2023 09:00;10100;EUR;
23.05.2023 09:00 - 23.05.2023 10:00;8527;EUR;
23.05.2023 10:00 - 23.05.2023 11:00;4899;EUR;
23.05.2023 11:00 - 23.05.2023 12:00;4369;EUR;
23.05.2023 12:00 - 23.05.2023 13:00;2662;EUR;
23.05.2023 13:00 - 23.05.2023 14:00;1952;EUR;
23.05.2023 14:00 - 23.05.2023 15:00;555;EUR;
23.05.2023 15:00 - 23.05.2023 16:00;354;EUR;
23.05.2023 16:00 - 23.05.2023 17:00;1281;EUR;
23.05.2023 17:00 - 23.05.2023 18:00;5237;EUR;
23.05.2023 18:00 - 23.05.2023 19:00;6283;EUR;
23.05.2023 19:00 - 23.05.2023 20:00;6888;EUR;
23.05.2023 20:00 - 23.05.2023 21:00;6949;EUR;
23.05.2023 21:00 - 23.05.2023 22:00;7066;EUR;
23.05.2023 22:00 - 23.05.2023 23:00;7079;EUR;
23.05.2023 23:00 - 24.05.2023 00:00;6573;EUR;
