latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.5,13.400009,38.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),direct_radiation (W/m²),diffuse_radiation (W/m²),windspeed_10m (m/s),windspeed_100m (m/s)
2015-01-16T14:00,8.9,73,0.00,83.0,109.0,3.34,5.03
2015-01-16T15:00,9.0,70,0.00,75.0,94.0,3.06,4.75
2015-01-16T16:00,8.5,74,0.00,23.0,71.0,2.42,4.74
2015-01-16T17:00,7.6,77,0.20,2.0,32.0,2.21,5.05
2015-01-16T18:00,6.5,81,0.50,0.0,1.0,2.30,5.17
2015-01-16T19:00,5.8,82,0.00,0.0,0.0,2.30,5.47
2015-01-16T20:00,5.7,82,0.00,0.0,0.0,2.10,4.84
2015-01-16T21:00,5.3,90,0.10,0.0,0.0,1.55,4.08
2015-01-16T22:00,5.0,92,0.10,0.0,0.0,1.40,2.72
2015-01-16T23:00,5.2,90,0.30,0.0,0.0,1.00,1.92
2015-01-17T00:00,5.3,89,0.40,0.0,0.0,0.92,1.50
2015-01-17T01:00,4.8,93,0.50,0.0,0.0,0.28,0.50
2015-01-17T02:00,4.8,93,0.80,0.0,0.0,1.14,1.80
2015-01-17T03:00,4.6,90,1.10,0.0,0.0,1.97,3.86
2015-01-17T04:00,4.1,89,1.20,0.0,0.0,2.16,4.66
2015-01-17T05:00,3.8,91,0.90,0.0,0.0,2.19,4.78
2015-01-17T06:00,3.6,93,0.40,0.0,0.0,1.75,4.20
2015-01-17T07:00,3.6,93,0.20,0.0,0.0,1.75,4.21
2015-01-17T08:00,3.3,93,0.00,0.0,0.0,2.21,5.00
2015-01-17T09:00,3.4,94,0.00,0.0,0.0,3.10,6.10
2015-01-17T10:00,3.5,96,0.00,0.0,10.0,3.63,6.57
2015-01-17T11:00,4.0,93,0.00,4.0,48.0,4.81,7.56
2015-01-17T12:00,4.3,91,0.00,9.0,84.0,4.30,6.48
2015-01-17T13:00,4.4,90,0.00,0.0,88.0,3.72,5.50
2015-01-17T14:00,4.5,88,0.00,9.0,109.0,3.55,5.11
2015-01-17T15:00,4.5,86,0.00,14.0,95.0,2.84,4.10
2015-01-17T16:00,4.3,85,0.00,13.0,73.0,2.63,4.01
2015-01-17T17:00,3.8,84,0.00,7.0,31.0,2.26,4.47
2015-01-17T18:00,3.0,86,0.00,0.0,2.0,2.24,4.83
2015-01-17T19:00,2.2,89,0.00,0.0,0.0,2.33,5.33
2015-01-17T20:00,1.4,92,0.00,0.0,0.0,2.14,5.12
2015-01-17T21:00,0.6,93,0.00,0.0,0.0,2.18,4.72
2015-01-17T22:00,-0.4,94,0.00,0.0,0.0,2.30,4.32
2015-01-17T23:00,-1.3,94,0.00,0.0,0.0,2.22,4.43
2015-01-18T00:00,-1.9,94,0.00,0.0,0.0,2.02,4.70
2015-01-18T01:00,-2.5,95,0.00,0.0,0.0,2.06,4.60
2015-01-18T02:00,-2.7,95,0.00,0.0,0.0,2.15,4.76
2015-01-18T03:00,-2.7,95,0.00,0.0,0.0,2.12,4.94
2015-01-18T04:00,-2.7,95,0.00,0.0,0.0,1.90,5.13
2015-01-18T05:00,-2.9,95,0.00,0.0,0.0,2.06,5.37
2015-01-18T06:00,-2.8,95,0.00,0.0,0.0,2.09,5.51
2015-01-18T07:00,-2.7,95,0.00,0.0,0.0,2.31,5.69
2015-01-18T08:00,-2.5,94,0.00,0.0,0.0,2.55,5.95
2015-01-18T09:00,-2.8,94,0.00,0.0,0.0,2.73,6.33
2015-01-18T10:00,-2.3,93,0.00,8.0,12.0,2.94,6.30
2015-01-18T11:00,-0.0,92,0.00,51.0,47.0,3.26,5.92
2015-01-18T12:00,1.6,88,0.00,91.0,71.0,3.05,5.78
2015-01-18T13:00,2.6,83,0.00,130.0,86.0,3.05,4.70
2015-01-18T14:00,3.0,78,0.00,141.0,87.0,3.32,5.02
2015-01-18T15:00,3.0,76,0.00,125.0,79.0,3.38,5.16
2015-01-18T16:00,2.4,80,0.00,76.0,62.0,2.86,5.44
2015-01-18T17:00,1.3,84,0.00,23.0,33.0,2.83,6.09
2015-01-18T18:00,0.1,88,0.00,0.0,3.0,2.41,6.02
2015-01-18T19:00,-0.5,90,0.00,0.0,0.0,2.20,5.76
2015-01-18T20:00,-1.0,90,0.00,0.0,0.0,2.30,5.70
2015-01-18T21:00,-1.1,92,0.00,0.0,0.0,2.41,5.85
2015-01-18T22:00,-1.3,91,0.00,0.0,0.0,2.52,6.08
2015-01-18T23:00,-1.4,90,0.00,0.0,0.0,2.61,6.15
2015-01-19T00:00,-1.6,90,0.00,0.0,0.0,2.80,6.26
2015-01-19T01:00,-1.7,89,0.00,0.0,0.0,2.60,6.07
2015-01-19T02:00,-2.3,90,0.00,0.0,0.0,2.21,5.60
2015-01-19T03:00,-2.7,90,0.00,0.0,0.0,1.90,5.06
2015-01-19T04:00,-3.2,91,0.00,0.0,0.0,1.94,4.90
2015-01-19T05:00,-3.4,91,0.00,0.0,0.0,1.93,4.90
2015-01-19T06:00,-3.6,92,0.00,0.0,0.0,2.01,4.94
2015-01-19T07:00,-3.3,92,0.00,0.0,0.0,2.11,5.29
2015-01-19T08:00,-3.4,93,0.00,0.0,0.0,2.20,5.47
2015-01-19T09:00,-3.3,95,0.00,0.0,0.0,2.11,5.35
2015-01-19T10:00,-2.6,95,0.00,5.0,10.0,2.30,5.09
2015-01-19T11:00,-0.1,95,0.00,26.0,44.0,2.48,4.57
2015-01-19T12:00,1.3,91,0.00,46.0,70.0,2.06,3.11
2015-01-19T13:00,2.2,89,0.00,34.0,98.0,2.88,3.66
2015-01-19T14:00,2.8,88,0.00,50.0,100.0,3.41,4.77
2015-01-19T15:00,2.9,88,0.00,38.0,96.0,3.40,5.58
2015-01-19T16:00,2.6,90,0.00,24.0,71.0,3.18,5.59
2015-01-19T17:00,1.8,92,0.00,6.0,35.0,2.94,5.77
2015-01-19T18:00,1.0,93,0.00,0.0,2.0,2.62,5.59
2015-01-19T19:00,0.5,93,0.00,0.0,0.0,2.89,5.77
2015-01-19T20:00,0.6,93,0.00,0.0,0.0,3.16,6.09
2015-01-19T21:00,0.6,92,0.00,0.0,0.0,3.30,6.40
2015-01-19T22:00,0.6,92,0.00,0.0,0.0,3.35,6.53
2015-01-19T23:00,0.5,92,0.00,0.0,0.0,3.32,6.41
2015-01-20T00:00,0.5,92,0.00,0.0,0.0,2.94,5.77
2015-01-20T01:00,0.5,92,0.00,0.0,0.0,2.95,5.83
2015-01-20T02:00,0.5,92,0.00,0.0,0.0,2.87,5.70
2015-01-20T03:00,0.5,92,0.00,0.0,0.0,2.68,5.61
2015-01-20T04:00,0.2,93,0.00,0.0,0.0,2.77,5.61
2015-01-20T05:00,0.1,92,0.00,0.0,0.0,2.83,5.52
2015-01-20T06:00,0.1,93,0.00,0.0,0.0,2.66,5.32
2015-01-20T07:00,-0.1,93,0.00,0.0,0.0,2.47,5.02
2015-01-20T08:00,-0.2,93,0.00,0.0,0.0,2.61,5.38
2015-01-20T09:00,-0.5,95,0.00,0.0,0.0,2.72,5.66
2015-01-20T10:00,0.0,95,0.00,1.0,12.0,2.84,5.52
2015-01-20T11:00,0.6,94,0.00,10.0,45.0,2.70,5.03
2015-01-20T12:00,1.4,90,0.00,19.0,72.0,3.58,4.96
2015-01-20T13:00,1.9,89,0.00,12.0,102.0,2.52,4.03
2015-01-20T14:00,2.4,85,0.10,5.0,98.0,2.47,3.47
2015-01-20T15:00,2.4,87,0.20,1.0,74.0,2.27,3.28
2015-01-20T16:00,2.2,90,0.20,1.0,56.0,1.91,3.06
2015-01-20T17:00,1.6,95,0.20,0.0,22.0,1.92,3.26
2015-01-20T18:00,0.9,99,0.30,0.0,1.0,1.70,3.08
2015-01-20T19:00,0.7,100,0.30,0.0,0.0,1.39,2.56
2015-01-20T20:00,0.6,100,0.40,0.0,0.0,0.73,1.93
2015-01-20T21:00,0.8,96,0.10,0.0,0.0,0.41,1.30
2015-01-20T22:00,0.1,99,0.20,0.0,0.0,0.64,1.25
2015-01-20T23:00,0.1,99,0.20,0.0,0.0,1.10,2.35
2015-01-21T00:00,0.1,99,0.10,0.0,0.0,1.50,3.04
2015-01-21T01:00,-0.0,97,0.00,0.0,0.0,1.81,3.73
2015-01-21T02:00,-0.1,96,0.00,0.0,0.0,2.22,4.27
2015-01-21T03:00,-0.2,95,0.00,0.0,0.0,2.43,4.78
2015-01-21T04:00,-0.3,95,0.00,0.0,0.0,2.43,4.68
2015-01-21T05:00,-0.5,94,0.00,0.0,0.0,2.26,4.35
2015-01-21T06:00,-0.5,94,0.00,0.0,0.0,2.06,3.89
2015-01-21T07:00,-0.4,94,0.00,0.0,0.0,2.04,3.51
2015-01-21T08:00,-0.5,94,0.00,0.0,0.0,2.01,3.76
2015-01-21T09:00,-0.3,97,0.00,0.0,0.0,2.01,3.70
2015-01-21T10:00,-0.1,96,0.00,0.0,8.0,2.42,3.44
2015-01-21T11:00,0.2,94,0.00,6.0,36.0,2.14,2.92
2015-01-21T12:00,0.8,84,0.00,45.0,76.0,1.84,2.41
2015-01-21T13:00,1.3,78,0.00,47.0,96.0,1.27,1.70
2015-01-21T14:00,1.4,78,0.00,8.0,94.0,0.92,1.20
2015-01-21T15:00,1.4,77,0.00,10.0,80.0,0.85,1.08
2015-01-21T16:00,1.4,76,0.00,15.0,67.0,0.89,1.12
2015-01-21T17:00,1.3,77,0.00,7.0,32.0,0.98,1.58
2015-01-21T18:00,0.7,83,0.00,1.0,2.0,1.62,2.09
2015-01-21T19:00,-0.0,88,0.00,0.0,0.0,1.68,2.73
2015-01-21T20:00,-0.6,91,0.00,0.0,0.0,1.93,3.03
2015-01-21T21:00,-1.3,95,0.00,0.0,0.0,1.52,3.54
2015-01-21T22:00,-1.2,95,0.00,0.0,0.0,1.94,4.10
2015-01-21T23:00,-1.3,95,0.00,0.0,0.0,2.01,4.42
2015-01-22T00:00,-1.3,95,0.00,0.0,0.0,2.51,5.00
2015-01-22T01:00,-1.1,95,0.00,0.0,0.0,2.43,4.88
2015-01-22T02:00,-1.3,94,0.00,0.0,0.0,2.02,4.52
2015-01-22T03:00,-1.2,93,0.00,0.0,0.0,2.47,4.96
2015-01-22T04:00,-1.2,92,0.00,0.0,0.0,2.88,5.36
2015-01-22T05:00,-1.2,92,0.00,0.0,0.0,3.05,5.63
2015-01-22T06:00,-1.0,92,0.00,0.0,0.0,3.22,5.82
2015-01-22T07:00,-0.7,90,0.00,0.0,0.0,3.40,5.92
2015-01-22T08:00,-0.4,89,0.00,0.0,0.0,3.58,6.26
2015-01-22T09:00,-0.6,93,0.00,0.0,0.0,3.81,6.62
2015-01-22T10:00,-0.6,93,0.00,1.0,8.0,4.00,6.98
2015-01-22T11:00,-0.3,92,0.00,11.0,32.0,4.53,6.94
2015-01-22T12:00,0.2,88,0.00,17.0,56.0,3.91,5.99
2015-01-22T13:00,0.6,86,0.00,23.0,58.0,4.10,6.11
2015-01-22T14:00,0.9,84,0.00,16.0,64.0,4.28,6.38
2015-01-22T15:00,0.9,85,0.00,4.0,47.0,4.40,6.68
2015-01-22T16:00,0.7,85,0.00,0.0,32.0,3.96,6.65
2015-01-22T17:00,0.5,86,0.00,0.0,15.0,3.89,6.72
2015-01-22T18:00,0.3,86,0.00,0.0,1.0,3.84,6.65
2015-01-22T19:00,0.2,87,0.00,0.0,0.0,3.78,6.58
2015-01-22T20:00,0.2,87,0.00,0.0,0.0,3.97,6.81
2015-01-22T21:00,-0.1,91,0.10,0.0,0.0,4.05,7.06
2015-01-22T22:00,-0.2,91,0.20,0.0,0.0,4.17,7.02
2015-01-22T23:00,-0.2,91,0.10,0.0,0.0,4.17,7.05
2015-01-23T00:00,-0.3,91,0.10,0.0,0.0,3.45,6.22
2015-01-23T01:00,-0.3,91,0.10,0.0,0.0,3.70,6.53
2015-01-23T02:00,-0.3,91,0.10,0.0,0.0,3.53,6.23
2015-01-23T03:00,-0.3,91,0.10,0.0,0.0,3.44,5.97
2015-01-23T04:00,-0.3,90,0.10,0.0,0.0,3.32,5.86
2015-01-23T05:00,-0.3,90,0.00,0.0,0.0,3.23,5.61
2015-01-23T06:00,-0.3,90,0.00,0.0,0.0,3.18,5.63
2015-01-23T07:00,-0.3,90,0.00,0.0,0.0,3.37,5.95
2015-01-23T08:00,-0.3,90,0.00,0.0,0.0,3.59,6.36
2015-01-23T09:00,-0.3,91,0.00,0.0,0.0,3.64,6.48
2015-01-23T10:00,-0.1,91,0.00,1.0,9.0,3.51,6.32
2015-01-23T11:00,0.2,90,0.00,9.0,34.0,3.16,5.95
2015-01-23T12:00,0.9,85,0.00,9.0,62.0,3.36,4.74
2015-01-23T13:00,1.3,83,0.00,17.0,75.0,3.26,4.68
2015-01-23T14:00,1.7,78,0.00,5.0,92.0,3.20,4.62
2015-01-23T15:00,1.6,79,0.00,2.0,62.0,2.79,4.02
2015-01-23T16:00,1.5,78,0.00,2.0,60.0,2.63,3.86
2015-01-23T17:00,1.0,80,0.00,4.0,26.0,2.01,3.80
2015-01-23T18:00,0.5,83,0.00,0.0,4.0,1.87,4.01
2015-01-23T19:00,-0.2,86,0.00,0.0,0.0,1.93,4.03
2015-01-23T20:00,-0.4,87,0.00,0.0,0.0,1.93,4.14
2015-01-23T21:00,-0.4,90,0.00,0.0,0.0,1.77,3.91
2015-01-23T22:00,-0.7,92,0.00,0.0,0.0,1.36,3.41
2015-01-23T23:00,-1.2,94,0.00,0.0,0.0,1.04,2.70
2015-01-24T00:00,-1.3,95,0.00,0.0,0.0,0.78,1.33
2015-01-24T01:00,-1.3,94,0.00,0.0,0.0,0.51,0.76
2015-01-24T02:00,-1.4,95,0.00,0.0,0.0,0.73,1.24
2015-01-24T03:00,-1.3,95,0.00,0.0,0.0,0.54,1.14
2015-01-24T04:00,-1.1,94,0.00,0.0,0.0,0.89,1.41
2015-01-24T05:00,-1.3,94,0.00,0.0,0.0,1.17,2.31
2015-01-24T06:00,-1.4,93,0.00,0.0,0.0,1.71,3.14
2015-01-24T07:00,-1.2,91,0.00,0.0,0.0,2.31,3.98
2015-01-24T08:00,-1.1,91,0.00,0.0,0.0,2.77,4.65
2015-01-24T09:00,-1.0,90,0.00,0.0,0.0,3.01,5.10
2015-01-24T10:00,-1.0,85,0.00,1.0,11.0,3.40,5.51
2015-01-24T11:00,-0.9,83,0.00,14.0,32.0,3.98,5.65
2015-01-24T12:00,-0.6,82,0.00,2.0,66.0,3.74,5.28
2015-01-24T13:00,-0.2,79,0.00,5.0,94.0,3.83,5.38
2015-01-24T14:00,0.1,77,0.00,4.0,100.0,3.69,5.26
2015-01-24T15:00,0.4,76,0.00,6.0,100.0,3.51,5.07
2015-01-24T16:00,0.5,75,0.00,0.0,74.0,3.09,4.57
2015-01-24T17:00,0.5,75,0.00,0.0,42.0,2.11,3.78
2015-01-24T18:00,0.1,79,0.00,1.0,4.0,1.75,3.75
2015-01-24T19:00,-0.5,83,0.00,0.0,0.0,1.80,3.82
2015-01-24T20:00,-1.2,87,0.00,0.0,0.0,1.97,4.24
2015-01-24T21:00,-0.6,88,0.00,0.0,0.0,2.33,4.66
2015-01-24T22:00,-0.2,87,0.00,0.0,0.0,2.47,4.85
2015-01-24T23:00,-0.3,89,0.00,0.0,0.0,2.47,4.83
2015-01-25T00:00,-0.2,91,0.20,0.0,0.0,2.35,4.61
2015-01-25T01:00,-0.1,93,0.20,0.0,0.0,2.50,4.75
2015-01-25T02:00,0.1,94,0.20,0.0,0.0,2.84,5.22
2015-01-25T03:00,0.2,95,0.00,0.0,0.0,3.20,5.95
2015-01-25T04:00,0.2,95,0.00,0.0,0.0,3.58,6.85
2015-01-25T05:00,-0.1,95,0.00,0.0,0.0,3.71,7.07
2015-01-25T06:00,-0.6,94,0.00,0.0,0.0,3.27,6.55
2015-01-25T07:00,-1.0,94,0.00,0.0,0.0,3.23,6.53
2015-01-25T08:00,-1.5,94,0.00,0.0,0.0,3.28,6.65
2015-01-25T09:00,-1.2,94,0.00,0.0,0.0,3.14,6.42
2015-01-25T10:00,-0.7,94,0.00,9.0,14.0,3.45,6.39
2015-01-25T11:00,0.5,91,0.00,40.0,52.0,4.30,6.30
2015-01-25T12:00,1.6,87,0.00,75.0,75.0,4.05,5.82
2015-01-25T13:00,2.5,82,0.00,63.0,115.0,4.33,5.99
2015-01-25T14:00,3.1,78,0.00,38.0,120.0,4.22,5.88
2015-01-25T15:00,3.4,76,0.00,34.0,99.0,3.86,5.61
2015-01-25T16:00,3.4,76,0.00,14.0,75.0,3.45,5.61
2015-01-25T17:00,3.1,78,0.00,11.0,33.0,2.91,5.15
2015-01-25T18:00,2.4,82,0.00,0.0,4.0,2.31,4.79
2015-01-25T19:00,1.8,86,0.00,0.0,0.0,2.12,4.87
2015-01-25T20:00,1.1,90,0.00,0.0,0.0,2.30,4.92
2015-01-25T21:00,1.1,93,0.00,0.0,0.0,2.31,5.06
2015-01-25T22:00,1.1,94,0.00,0.0,0.0,2.32,4.93
2015-01-25T23:00,0.7,96,0.00,0.0,0.0,2.24,4.70
2015-01-26T00:00,0.5,98,0.00,0.0,0.0,1.84,3.85
2015-01-26T01:00,0.6,98,0.00,0.0,0.0,1.66,3.48
2015-01-26T02:00,0.5,99,0.00,0.0,0.0,1.56,3.22
2015-01-26T03:00,0.5,99,0.00,0.0,0.0,1.70,3.44
2015-01-26T04:00,0.2,99,0.00,0.0,0.0,1.86,3.61
2015-01-26T05:00,0.2,99,0.00,0.0,0.0,2.06,3.92
2015-01-26T06:00,0.2,99,0.00,0.0,0.0,2.38,4.39
2015-01-26T07:00,0.3,98,0.00,0.0,0.0,2.75,4.56
2015-01-26T08:00,0.4,97,0.00,0.0,0.0,2.57,4.72
2015-01-26T09:00,0.6,99,0.00,0.0,0.0,2.65,4.94
2015-01-26T10:00,1.0,98,0.00,0.0,9.0,2.83,5.44
2015-01-26T11:00,1.7,95,0.00,0.0,43.0,3.24,5.14
2015-01-26T12:00,2.5,90,0.00,0.0,84.0,3.52,5.08
2015-01-26T13:00,3.3,86,0.00,16.0,102.0,4.04,5.81
2015-01-26T14:00,4.0,81,0.00,46.0,94.0,4.55,6.63
2015-01-26T15:00,4.3,79,0.00,21.0,95.0,4.71,7.20
2015-01-26T16:00,4.2,79,0.00,28.0,71.0,4.90,8.02
2015-01-26T17:00,3.9,80,0.00,8.0,39.0,4.72,8.10
2015-01-26T18:00,3.4,83,0.10,0.0,5.0,5.03,8.59
2015-01-26T19:00,2.6,88,0.60,0.0,0.0,5.24,8.90
2015-01-26T20:00,2.2,93,0.50,0.0,0.0,5.15,8.63
2015-01-26T21:00,1.4,98,0.60,0.0,0.0,5.02,8.59
2015-01-26T22:00,1.2,99,0.90,0.0,0.0,4.96,8.58
2015-01-26T23:00,1.1,99,1.00,0.0,0.0,4.78,8.21
2015-01-27T00:00,1.2,99,1.00,0.0,0.0,4.61,8.16
2015-01-27T01:00,1.9,99,0.90,0.0,0.0,4.59,7.98
2015-01-27T02:00,3.2,98,0.40,0.0,0.0,5.41,9.19
2015-01-27T03:00,3.5,97,0.20,0.0,0.0,5.88,9.46
2015-01-27T04:00,2.8,97,0.30,0.0,0.0,5.70,9.18
2015-01-27T05:00,1.9,98,0.60,0.0,0.0,5.29,8.99
2015-01-27T06:00,1.7,97,0.40,0.0,0.0,5.03,8.59
2015-01-27T07:00,1.9,95,0.20,0.0,0.0,5.09,8.65
2015-01-27T08:00,2.2,94,0.00,0.0,0.0,5.15,8.71
2015-01-27T09:00,2.3,94,0.00,0.0,0.0,5.29,8.85
2015-01-27T10:00,2.5,94,0.10,0.0,10.0,5.17,8.70
2015-01-27T11:00,2.9,92,0.10,1.0,35.0,5.35,8.86
2015-01-27T12:00,3.1,91,0.00,2.0,54.0,6.07,10.53
2015-01-27T13:00,3.5,89,0.10,11.0,74.0,6.85,10.34
2015-01-27T14:00,4.1,81,0.00,68.0,88.0,6.74,10.21
2015-01-27T15:00,4.4,78,0.00,68.0,84.0,5.64,8.92
2015-01-27T16:00,4.5,77,0.00,50.0,65.0,5.55,9.00
2015-01-27T17:00,4.0,78,0.00,16.0,37.0,5.15,8.63
2015-01-27T18:00,3.4,80,0.40,1.0,6.0,4.75,8.24
2015-01-27T19:00,3.0,82,0.20,0.0,0.0,4.12,7.27
2015-01-27T20:00,2.7,83,0.00,0.0,0.0,4.03,7.41
2015-01-27T21:00,2.5,89,0.00,0.0,0.0,4.19,7.54
2015-01-27T22:00,2.0,89,0.00,0.0,0.0,3.69,6.90
2015-01-27T23:00,1.3,91,0.00,0.0,0.0,3.18,6.30
2015-01-28T00:00,0.3,93,0.00,0.0,0.0,2.83,6.04
2015-01-28T01:00,-0.2,94,0.00,0.0,0.0,3.11,6.53
2015-01-28T02:00,-0.7,95,0.00,0.0,0.0,3.00,6.36
2015-01-28T03:00,-1.2,96,0.00,0.0,0.0,2.92,6.43
2015-01-28T04:00,-1.2,96,0.00,0.0,0.0,3.08,6.61
2015-01-28T05:00,-0.6,96,0.00,0.0,0.0,3.38,6.99
2015-01-28T06:00,-0.0,97,0.00,0.0,0.0,3.55,7.01
2015-01-28T07:00,0.8,97,0.00,0.0,0.0,3.62,6.86
2015-01-28T08:00,1.3,97,0.00,0.0,0.0,3.72,6.80
2015-01-28T09:00,1.9,97,0.00,0.0,0.0,3.83,6.77
2015-01-28T10:00,2.3,96,0.00,0.0,9.0,4.04,6.94
2015-01-28T11:00,2.7,94,0.00,0.0,36.0,4.33,7.21
2015-01-28T12:00,3.6,88,0.00,14.0,73.0,5.52,9.28
2015-01-28T13:00,4.0,86,0.00,24.0,81.0,5.66,9.83
2015-01-28T14:00,4.3,82,0.00,30.0,98.0,4.92,8.57
2015-01-28T15:00,4.6,78,0.00,28.0,117.0,6.22,9.63
2015-01-28T16:00,4.7,75,0.00,23.0,99.0,6.04,9.62
2015-01-28T17:00,4.5,73,0.00,16.0,46.0,6.07,10.16
2015-01-28T18:00,4.2,72,0.00,1.0,7.0,6.45,10.85
2015-01-28T19:00,4.3,70,0.00,0.0,0.0,6.99,11.59
2015-01-28T20:00,4.3,69,0.00,0.0,0.0,7.50,12.32
2015-01-28T21:00,3.8,73,0.00,0.0,0.0,7.69,12.59
2015-01-28T22:00,3.6,79,0.50,0.0,0.0,7.67,12.44
2015-01-28T23:00,2.7,91,1.20,0.0,0.0,7.38,12.13
2015-01-29T00:00,2.6,93,1.20,0.0,0.0,7.43,12.02
2015-01-29T01:00,3.1,92,0.70,0.0,0.0,7.26,11.82
2015-01-29T02:00,2.9,89,0.10,0.0,0.0,6.50,10.76
2015-01-29T03:00,2.0,84,0.00,0.0,0.0,5.74,10.09
2015-01-29T04:00,1.2,83,0.00,0.0,0.0,5.82,10.25
2015-01-29T05:00,1.1,82,0.00,0.0,0.0,6.07,10.62
2015-01-29T06:00,1.3,80,0.00,0.0,0.0,6.10,10.55
2015-01-29T07:00,1.2,78,0.00,0.0,0.0,5.78,10.18
2015-01-29T08:00,1.0,77,0.00,0.0,0.0,5.60,10.00
2015-01-29T09:00,0.3,83,0.00,0.0,0.0,5.59,9.92
2015-01-29T10:00,0.4,82,0.00,17.0,21.0,5.78,9.85
2015-01-29T11:00,1.2,80,0.00,69.0,56.0,5.37,10.15
2015-01-29T12:00,1.9,76,0.00,115.0,80.0,5.70,8.86
2015-01-29T13:00,2.8,69,0.00,150.0,100.0,6.94,10.52
2015-01-29T14:00,2.9,68,0.20,140.0,100.0,6.20,9.59
2015-01-29T15:00,2.7,73,0.30,60.0,123.0,6.37,9.95
2015-01-29T16:00,2.8,70,0.20,19.0,86.0,6.04,9.82
2015-01-29T17:00,2.7,71,0.00,10.0,48.0,5.86,9.62
2015-01-29T18:00,1.8,78,0.00,1.0,9.0,4.90,8.64
2015-01-29T19:00,1.3,83,0.20,0.0,0.0,4.61,8.48
2015-01-29T20:00,0.9,84,0.10,0.0,0.0,4.93,8.94
2015-01-29T21:00,0.8,81,0.00,0.0,0.0,5.10,9.25
2015-01-29T22:00,0.4,84,0.00,0.0,0.0,4.91,9.10
2015-01-29T23:00,0.2,85,0.00,0.0,0.0,4.71,8.95
2015-01-30T00:00,0.2,83,0.20,0.0,0.0,4.63,8.70
2015-01-30T01:00,0.4,81,0.50,0.0,0.0,4.74,8.59
2015-01-30T02:00,0.4,83,0.60,0.0,0.0,4.70,8.60
2015-01-30T03:00,0.3,86,0.60,0.0,0.0,4.35,8.16
2015-01-30T04:00,0.4,88,0.50,0.0,0.0,3.85,7.18
2015-01-30T05:00,0.6,89,0.40,0.0,0.0,3.78,7.02
2015-01-30T06:00,0.7,90,0.40,0.0,0.0,4.24,7.56
2015-01-30T07:00,0.7,90,0.40,0.0,0.0,4.39,7.50
2015-01-30T08:00,0.7,90,0.40,0.0,0.0,4.00,6.91
2015-01-30T09:00,0.5,91,0.30,0.0,0.0,3.44,6.18
2015-01-30T10:00,0.7,91,0.10,0.0,18.0,3.24,5.77
2015-01-30T11:00,1.1,91,0.10,0.0,49.0,3.01,5.81
2015-01-30T12:00,1.4,91,0.30,0.0,62.0,4.00,6.11
2015-01-30T13:00,1.9,91,0.30,2.0,89.0,3.10,4.53
2015-01-30T14:00,2.6,88,0.20,3.0,111.0,3.72,5.51
2015-01-30T15:00,2.9,85,0.10,4.0,129.0,3.68,5.54
2015-01-30T16:00,2.7,88,0.00,2.0,84.0,3.67,5.78
2015-01-30T17:00,2.0,93,0.00,0.0,39.0,3.40,5.89
2015-01-30T18:00,1.2,95,0.00,0.0,9.0,3.19,5.95
2015-01-30T19:00,0.7,96,0.00,0.0,0.0,2.97,5.85
2015-01-30T20:00,0.3,96,0.00,0.0,0.0,2.97,6.06
2015-01-30T21:00,-0.4,95,0.00,0.0,0.0,3.11,6.16
2015-01-30T22:00,-0.8,95,0.00,0.0,0.0,3.00,5.82
2015-01-30T23:00,-0.9,96,0.00,0.0,0.0,2.92,5.48
2015-01-31T00:00,-1.0,96,0.20,0.0,0.0,2.51,5.07
2015-01-31T01:00,-0.7,96,0.30,0.0,0.0,3.18,5.92
2015-01-31T02:00,-0.5,96,0.30,0.0,0.0,3.91,7.12
2015-01-31T03:00,-0.5,94,0.30,0.0,0.0,4.85,8.41
2015-01-31T04:00,-0.6,93,0.20,0.0,0.0,5.22,8.90
2015-01-31T05:00,-0.8,92,0.10,0.0,0.0,5.01,8.51
2015-01-31T06:00,-0.7,91,0.00,0.0,0.0,4.93,8.30
2015-01-31T07:00,-0.7,91,0.00,0.0,0.0,4.65,7.82
2015-01-31T08:00,-0.5,91,0.00,0.0,0.0,4.37,7.34
2015-01-31T09:00,-0.8,93,0.00,0.0,0.0,4.18,6.86
2015-01-31T10:00,-0.7,92,0.00,1.0,22.0,4.26,6.96
2015-01-31T11:00,-0.2,86,0.00,9.0,75.0,4.13,6.24
2015-01-31T12:00,-0.0,87,0.00,30.0,94.0,4.43,6.54
2015-01-31T13:00,0.3,85,0.00,26.0,114.0,3.96,5.77
2015-01-31T14:00,0.8,84,0.00,23.0,120.0,3.83,5.42
2015-01-31T15:00,1.0,85,0.00,22.0,120.0,3.45,5.16
2015-01-31T16:00,1.0,87,0.00,21.0,93.0,2.98,4.79
2015-01-31T17:00,0.9,88,0.00,8.0,59.0,2.34,4.44
2015-01-31T18:00,0.5,91,0.00,1.0,12.0,2.15,4.46
2015-01-31T19:00,0.1,94,0.00,0.0,0.0,2.20,4.57
2015-01-31T20:00,-0.1,95,0.00,0.0,0.0,2.46,4.87
2015-01-31T21:00,0.0,96,0.10,0.0,0.0,2.95,5.66
2015-01-31T22:00,0.1,96,0.20,0.0,0.0,3.53,6.67
2015-01-31T23:00,0.3,94,0.20,0.0,0.0,4.03,7.46
